Account,Account Title,Organization,Budget Activity,Budget Activity Title,Line Number,PE/BLI,Program Element/Budget Line Item (BLI) Title,Include In TOA,FY 2024 Actuals,FY 2025 Enacted,FY 2025 Supplemental,FY 2025 Total,FY 2026 Disc Request,FY 2026 Reconciliation Request,FY 2026 Total
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,231,0303004F,EIT CONNECT,Y,"7,923","16,120",,"16,120",,,
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,232,0303089F,Cyberspace and DoDIN Operations,Y,"4,738","9,776",,"9,776","10,080",,"10,080"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,233,0303131F,Minimum Essential Emergency Communications Network (MEECN),Y,"31,099","25,500",,"25,500","99,599",,"99,599"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,234,0303133F,High Frequency Radio Systems,Y,"26,370","8,667",,"8,667","19,955",,"19,955"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,235,0303140F,Information Systems Security Program,Y,"89,233","94,424",,"94,424","98,414",,"98,414"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,236,0303248F,All Domain Common Platform,Y,"69,565","82,927",,"82,927","76,642",,"76,642"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,237,0303260F,Joint Military Deception Initiative,Y,"4,510","7,324",,"7,324",356,,356
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,238,0304100F,Strategic Mission Planning & Execution System (SMPES),Y,"62,807","69,441",,"69,441","75,164",,"75,164"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,239,0304109F,THRESHER,Y,,,,,105,,105
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,242,0304260F,Airborne SIGINT Enterprise,Y,"113,429","85,284",,"85,284","90,650",,"90,650"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,243,0304310F,Commercial Economic Analysis,Y,"4,245","4,719",,"4,719","4,127",,"4,127"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,246,0305015F,C2 Air Operations Suite - C2 Info Services,Y,"13,273","13,524",,"13,524",,,
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,247,0305020F,CCMD Intelligence Information Technology,Y,"1,660","1,836",,"1,836","1,547",,"1,547"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,248,0305022F,ISR Modernization & Automation Dvmt (IMAD),Y,"15,180","19,409",,"19,409","22,237",,"22,237"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,249,0305099F,Global Air Traffic Management (GATM),Y,"4,928","5,151",,"5,151","4,257",,"4,257"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,250,0305103F,Cyber Security Initiative,Y,,304,,304,310,,310
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,251,0305111F,Weather Service,Y,"52,701","40,782",,"40,782","30,509",,"30,509"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,252,0305114F,"Air Traffic Control, Approach, and Landing System (ATCALS)",Y,"25,910","15,143",,"15,143","17,259",,"17,259"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,253,0305116F,Aerial Targets,Y,"6,671","6,085",,"6,085","5,081",,"5,081"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,256,0305128F,Security and Investigative Activities,Y,339,481,,481,"8,964",,"8,964"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,257,0305146F,Defense Joint Counterintelligence Activities,Y,"6,930","6,387",,"6,387","6,524",,"6,524"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,258,0305158F,Tactical Terminal,Y,,501,,501,"1,099",,"1,099"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,259,0305179F,Integrated Broadcast Service (IBS),Y,"18,540","16,006",,"16,006","19,085",,"19,085"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,260,0305202F,Dragon U-2,Y,"16,842",,,,,,
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,261,0305206F,Airborne Reconnaissance Systems,Y,"56,158","84,363",,"84,363","25,432",,"25,432"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,262,0305207F,Manned Reconnaissance Systems,Y,"14,330","16,323",,"16,323","16,643",,"16,643"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,263,0305208F,Distributed Common Ground/Surface Systems,Y,"92,354","86,476",,"86,476","79,033",,"79,033"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,264,0305220F,RQ-4 UAV,Y,"1,242","6,171",,"6,171",,,
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,265,0305221F,Network-Centric Collaborative Targeting,Y,"20,696","8,952",,"8,952","12,019",,"12,019"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,266,0305238F,NATO AGS,Y,2,865,,865,816,,816
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,267,0305240F,ISR Transport and Processing,Y,"33,589","30,932",,"30,932","32,578",,"32,578"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,268,0305249F,AF JWICS Enterprise,Y,,"9,445",,"9,445","21,097",,"21,097"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,269,0305600F,International Intelligence Technology and Architectures,Y,"15,322","17,784",,"17,784","18,946",,"18,946"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,270,0305836F,C2IMERA,Y,,,,,"13,867",,"13,867"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,271,0305881F,Rapid Cyber Acquisition,Y,"8,482",,,,,,
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,272,0305903F,COCOM Mobile Command and Control Centers (MCCCs),Y,,,,,"3,988",,"3,988"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,273,0305984F,Personnel Recovery Command & Ctrl (PRC2),Y,"3,162","2,831",,"2,831","2,891",,"2,891"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,274,0307577F,Intelligence Mission Data (IMD),Y,"7,090","3,658",,"3,658","3,000",,"3,000"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,275,0401115F,C-130 Airlift Squadron,Y,"21,959",,,,,,
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,276,0401119F,C-5 Airlift Squadrons (IF),Y,"25,938","32,903",,"32,903","33,713",,"33,713"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,277,0401130F,C-17 Aircraft (IF),Y,"2,702","11,986",,"11,986","76,514","4,410","80,924"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,278,0401132F,C-130J Program,Y,"21,469","63,533",,"63,533","31,354",,"31,354"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,279,0401134F,Large Aircraft IR Countermeasures (LAIRCM),Y,"3,909","7,768",,"7,768","52,928",,"52,928"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,280,0401218F,KC-135s,Y,"71,854","9,899",,"9,899",,"43,000","43,000"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,281,0401318F,CV-22,Y,"16,581","26,249",,"26,249",653,"30,857","31,510"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,282,0408011F,Special Tactics / Combat Control,Y,"7,711","9,421",,"9,421",,,
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,283,0708610F,Logistics Information Technology (LOGIT),Y,"20,682","11,895",,"11,895","18,581",,"18,581"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,284,0801380F,AF LVC Operational Training (LVC-OT),Y,"21,423","27,535",,"27,535","33,898",,"33,898"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,285,0804743F,Other Flight Training,Y,"2,182","1,159",,"1,159","2,371",,"2,371"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,286,0901202F,Joint Personnel Recovery Agency,Y,"2,158","2,320",,"2,320","2,080",,"2,080"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,287,0901218F,Civilian Compensation Program,Y,"3,703","4,267",,"4,267","4,355",,"4,355"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,288,0901220F,Personnel Administration,Y,"3,559","3,163",,"3,163","2,766",,"2,766"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,289,0901226F,Air Force Studies and Analysis Agency,Y,875,"9,941",,"9,941","14,761",,"14,761"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,290,0901538F,Financial Management Information Systems Development,Y,"4,093","5,634",,"5,634","3,982",,"3,982"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,291,0901554F,Defense Enterprise Acntng and Mgt Sys (DEAMS),Y,"48,412","57,689",,"57,689","38,942",,"38,942"
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,292,1201921F,Service Support to STRATCOM - Space Activities,Y,,,,,335,,335
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,293,1202140F,Service Support to SPACECOM Activities,Y,"9,752",,,,,,
3600F,"Research, Development, Test and Evaluation, Air Force",,07,Operational system development,999,9999999999,Classified Programs,Y,"16,897,785","18,292,410","69,278","18,361,688","22,264,031","3,909,847","26,173,878"
3620F,"Research, Development, Test, and Evaluation, Space Force",F,01,Basic Research,1,0601102SF,Defense Research Sciences,Y,"19,585","21,349",,"21,349","22,270",,"22,270"
3620F,"Research, Development, Test, and Evaluation, Space Force",F,01,Basic Research,2,0601103SF,University Research Initiatives,Y,"13,873","14,731",,"14,731","14,569",,"14,569"
3620F,"Research, Development, Test, and Evaluation, Space Force",F,02,Applied Research,3,1202212SF,Defense Laboratories R&D Projects,Y,"17,454",,,,,,
3620F,"Research, Development, Test, and Evaluation, Space Force",F,02,Applied Research,4,1206601SF,Space Technology,Y,"336,111","255,964",,"255,964","245,497",,"245,497"
3620F,"Research, Development, Test, and Evaluation, Space Force",F,02,Applied Research,5,1206616SF,Space Advanced Technology Development/Demo,Y,,,,,"2,591",,"2,591"
3620F,"Research, Development, Test, and Evaluation, Space Force",F,03,Advanced Technology Development,6,1206310SF,Space Science and Technology Research and Development,Y,"450,599","488,916",,"488,916","459,989",,"459,989"
3620F,"Research, Development, Test, and Evaluation, Space Force",F,03,Advanced Technology Development,7,1206616SF,Space Advanced Technology Development/Demo,Y,"220,655","261,474",,"261,474","128,588",,"128,588"
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced Component Development and Prototypes,8,0604002SF,Space Force Weather Services Research,Y,818,867,,867,857,,857
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced Component Development and Prototypes,9,1203010SF,"Space Force IT, Data Analytics, Digital Solutions",Y,"49,944","86,247",,"86,247","88,606",,"88,606"
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced Component Development and Prototypes,10,1203164SF,NAVSTAR Global Positioning System (User Equipment) (SPACE),Y,"323,080","282,325",,"282,325","175,304",,"175,304"
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced Component Development and Prototypes,11,1203622SF,Space Warfighting Analysis,Y,"97,686","121,409",,"121,409","125,982",,"125,982"
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced Component Development and Prototypes,12,1203710SF,EO/IR Weather Systems,Y,"77,794","69,391",,"69,391","77,135",,"77,135"
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced Component Development and Prototypes,13,1203955SF,"Space Access, Mobility & Logistics (SAML)",Y,,"24,000",,"24,000","14,478",,"14,478"
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced Component Development and Prototypes,14,1206410SF,Space Technology Development and Prototyping,Y,"1,982,182","1,607,685",,"1,607,685","1,307,970",,"1,307,970"
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced Component Development and Prototypes,15,1206427SF,Space Systems Prototype Transitions (SSPT),Y,"78,336","115,739",,"115,739","67,246",,"67,246"
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced Component Development and Prototypes,16,1206438SF,Space Control Technology,Y,"62,099","62,195",,"62,195","60,106",,"60,106"
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced Component Development and Prototypes,17,1206458SF,Tech Transition (Space),Y,"144,169","209,247",,"209,247","326,144",,"326,144"
3620F,"Research, Development, Test, and Evaluation, Space Force",F,04,Advanced Component Development and Prototypes,18,1206730SF,Space Security and Defense Program,Y,"63,784","53,199",,"53,199","45,200",,"45,200"
